,Requirement,Name of Doc,Req/Not Req
2085,"NPAC SMS shall return an error to the originating NPAC personnel or SOA to NPAC SMS interface user if the version status is sending, failed, partial failure, canceled, cancel pending, old or disconnect pending upon Subscription Version modification.",npac.doc,Req
2086,NPAC SMS shall receive the following data from the originating NPAC personnel or SOA to NPAC SMS interface user to identify a pending or conflict Subscription Version to be modified:,npac.doc,Req
2087,"NPAC SMS shall allow the following data to be modified in a pending or conflict Subscription Version for an Inter-Service Provider or Intra-Service Provider port by the new/current Service Provider or NPAC personnel: Location Routing Number (LRN) ‑ the identifier of the ported to switch, Due Date ‑ date on which transfer of service from old facilities‑based Service Provider to new facilities-based Service Provider is planned to occur, Class DPC, Class SSN, LIDB DPC, LIDB SSN, CNAM DPC, CNAM SSN, ISVM DPC, ISVM SSN, WSMSC DPC (if supported by the Service Provider SOA), WSMSC SSN (if supported by the Service Provider SOA).",npac.doc,Req
2088,"NPAC SMS shall allow the following data to be modified in a pending, or conflict Subscription Version for a “porting to original” port by the new Service Provider or NPAC personnel:",npac.doc,Req
2089,"NPAC SMS shall allow the following data to be modified in a pending or conflict Subscription Version for an Inter-Service Provider port by the old Service Provider or NPAC personnel: Due Date ‑ date on which transfer of service from old facilities‑based Service Provider to new Service Provider is planned to occur, Old Service Provider Authorization, Status Change Cause Code.",npac.doc,Req
2090,NPAC SMS shall allow the old Service Provider to modify the old Service Provider authorization flag to false and set the cause code. As a result the NPAC SMS will set the Subscription Version status to conflict provided the version has not previously been set into conflict by the Old Service Provider for reasons other than cancellation.,npac.doc,Req
2091,"NPAC SMS shall accept the following optional fields from the NPAC personnel or the new Service Provider upon modification of a pending or conflict Subscription version: Billing Service Provider ID, End‑User Location ‑ Value,  End‑User Location ‑ Type",npac.doc,Req
2092,"NPAC SMS shall perform field-level data validations to ensure that the value formats for the following input data, if supplied, is valid according to the formats specified in Table 3-6 upon Subscription Version modification: LNP Type, Port4ed TN(s), Old Service Provider Authorization, Status Change Cause Code, Old Service Provider ID, New Service Provider ID, LRN, Class DPC, Class SSN, LIDB DPC, LIDB SSN, CNAM DPC, CNAM SSN, ISVM DPC, ISVM SSN, WSMSC DPC, WSMSC SSN, Billing Service Provider ID, End-User Location - Value, End-User Location - Type.",npac.doc,Req
2093,NPAC SMS shall verify that an input due date is the current or future date upon Subscription Version modification.,npac.doc,Req
2094,"NPAC SMS shall allow a request to modify the due date of a Subscription Version, when the new value is equal to, or greater than, the corresponding NPA-NXX effective date.",npac.doc,Req
2095,NPAC SMS shall verify that an input LRN is associated with the new Service Provider in the NPAC SMS system upon Subscription Version modification.,npac.doc,Req
2096,"NPAC SMS shall verify that the originating user is identified as the new or old Service Provider on the current Subscription Version, if one exists, upon Subscription Version modification.",npac.doc,Req
2097,NPAC SMS shall require and only allow the Status Change Cause Code to be set when the Old Service Provider authorization is set to false.,npac.doc,Req
2098,NPAC SMS shall send an error message to the originating user if the modified pending or conflict Subscription Version fails validations.,npac.doc,Req
2099,NPAC SMS shall leave the original version intact upon validation failure of a modified pending or conflict Subscription Version.,npac.doc,Req
2100,NPAC SMS shall send an appropriate message to the old and new Service Providers upon successful modification of a Subscription Version.,npac.doc,Req
2101,NPAC SMS shall set the conflict timestamp to the current time when a Subscription Version is set to conflict upon Subscription Version modification.,npac.doc,Req
2102,NPAC SMS shall notify the Old and New Service Provider when a Subscription Version is set to conflict upon Subscription Version modification.,npac.doc,Req
2103,NPAC SMS shall include the cause code for conflict in the conflict notification to the Old and New Service Provider when a Subscription Version is set to conflict upon Subscription Version modification.,npac.doc,Req
2104,NPAC SMS shall allow only NPAC personnel and the current Service Provider to modify their own active Subscription Versions.,npac.doc,Req
2105,NPAC SMS shall require the following data from NPAC personnel or SOA to NPAC SMS interface users to identify the active Subscription Version to be modified: Ported Telephone Numbers (or a specified range of numbers) and status of Active or Subscription Version ID.,npac.doc,Req
2106,"NPAC SMS shall allow the following data to be modified for an active Subscription Version: Location Routing Number (LRN) ‑ the identifier of the ported to switch, Class DPC, Class SSN, LIDB DPC, LIDB SSN, CNAM DPC, CNAM SSN, ISVM DPC, ISVM SSN, WSMSC DPC (if supported by the Service Provider SOA), WSMSC SSN (if supported by the Service Provider SOA).",npac.doc,Req
2107,"NPAC SMS shall accept the following optional fields from the new Service Provider or NPAC personnel for an active Subscription Version to be modified: Billing Service Provider ID, End‑User Location ‑ Value, End‑User Location ‑ Type.",npac.doc,Req
2108,"NPAC SMS shall perform field-level data validations to ensure that the value formats for the following input data, if supplied, is valid according to the formats specified in Table 3-6 upon Subscription Version modification of an active version: LRN,  Class DPC,  Class SSN,  LIDB DPC,  LIDB SSN,  CNAM DPC,  CNAM SSN, ISVM DPC,  ISVM SSN,  WSMSC DPC (if supported by the Service Provider SOA), WSMSC SSN (if supported by the Service Provider SOA), Billing Service Provider ID, End-User Location - Value, End-User Location - Type.",npac.doc,Req
2109,NPAC SMS shall verify that an input LRN is associated with the new Service Provider in the NPAC SMS system upon Subscription Version modification of an active version.,npac.doc,Req
2110,NPAC SMS shall send an appropriate error message to the originating user if the modified active Subscription Version fails validations.,npac.doc,Req
2111,NPAC SMS shall leave the original version intact upon validation failure of a modified active Subscription Version.,npac.doc,Req
2112,NPAC SMS shall create an old Subscription Version with a new version id for an active Subscription Version prior to modification.,npac.doc,Req
2113,NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Subscription Version with a new version id for an active Subscription Version prior to modification.,npac.doc,Req
2114,NPAC SMS shall record the current date and time as the broadcast date and time stamp upon initiation of broadcasting of the modified active Subscription Version.,npac.doc,Req
2115,NPAC SMS shall notify the originating user indicating successful modification of an active Subscription Version.,npac.doc,Req
2116,"NPAC SMS shall record the current date and time as the Broadcast Complete Date and Time Stamp, after one Local SMS has successfully acknowledged modifying the new Subscription Version.",npac.doc,Req
2117,NPAC SMS shall proceed with the broadcast modified active subscription process upon successful modification of an active Subscription Version.,npac.doc,Req
2118,NPAC SMS shall determine which Local SMSs to send the Subscription Version to by identifying all Local SMSs that are accepting Subscription version data downloads for the given NPA-NXX.,npac.doc,Req
2119,NPAC SMS shall send the modified Subscription version via the NPAC SMS to Local SMS Interface to the Local SMSs,npac.doc,Req
2120,NPAC SMS shall set the Subscription Version status to sending upon sending the Subscription version to the Local SMSs.,npac.doc,Req
2121,NPAC SMS shall upon completion of the broadcast (failed or successful) return the status of the modified active subscription to its previous state.,npac.doc,Req
2122,NPAC SMS shall use the Subscription Modification Retry Attempts tunable parameter which defines the number of times a new Subscription Version will be sent to a Local SMS which has not acknowledged receipt of the modify request.,npac.doc,Req
2123,"NPAC SMS shall use the Subscription Modification Retry Interval tunable parameter, which defines the delay between sending new Subscription Versions to a Local SMS that has not acknowledged receipt of the modify request.",npac.doc,Req
2124,NPAC SMS shall resend the modified Subscription Version a Subscription Modification Retry Attempts tunable parameter number of times to a Local SMS that has not acknowledged the receipt of the modification request once the Subscription Activation Retry Interval tunable parameter expires.,npac.doc,Req
2125,"NPAC SMS shall retain the status for the Subscription Version being modified as sending until the earlier of the Subscription Version retry period has expired for all Local SMSs, or until all Local SMSs have acknowledged the modification.",npac.doc,Req
2126,"NPAC SMS shall notify the NPAC SMS Administrator of all Local SMSs where a modify has failed, once each Local SMS has successfully responded or failed to respond during the modification retry period.",npac.doc,Req
2127,NPAC SMS shall provide NPAC SMS personnel with the functionality to re-send modify active Subscription Version requests to all failed Local SMSs.,npac.doc,Req
2128,NPAC SMS shall send a list to the Current Service Provider of all Local SMSs that failed modification when a Subscription Version modify active fails.,npac.doc,Req
2129,NPAC SMS shall require the following data from NPAC personnel to identify the Subscription Version to be placed in conflict: Ported Telephone Number or Subscription Version ID.,npac.doc,Req
2130,NPAC SMS shall send an error message to the NPAC personnel or old Service Provider if the version status is not pending or cancel pending upon attempting to set the Subscription Version to conflict.,npac.doc,Req
2131,NPAC SMS shall send an error message to the SOA if the cause code is not specified upon setting the Subscription Version to conflict.,npac.doc,Req
2132,NPAC SMS shall only allow a subscription version to be placed into conflict by the Old Service provider one time.,npac.doc,Req
2133,NPAC SMS shall provide a Conflict Restriction Tunable which is defined as the time on the business day prior to the New Service Provider due date that a pending Subscription Version can no longer be placed into conflict state by the old Service Provider.,npac.doc,Req
2134,NPAC SMS shall provide a Conflict Restriction Window that restricts an Old Service Provider from putting a Subscription Version into Conflict.,npac.doc,Req
2135,"NPAC SMS shall restrict a Subscription Version from being placed into Conflict by the Old Service Provider, when the Conflict Restriction Window Tunable Time is reached AND the Final Concurrence Timer (T2) has expired.",npac.doc,Req
2136,NPAC SMS shall allow the NPAC SMS Administrator to modify the Conflict Restriction Window Tunable parameter.,npac.doc,Req
2137,NPAC SMS shall default the Conflict Restriction Window Tunable parameter to 12 noon.,npac.doc,Req
2138,NPAC SMS shall not apply the Conflict Restriction Window Tunable to subscription versions being ported using short timers.,npac.doc,Req
2139,"NPAC SMS shall, upon placing a Subscription Version into conflict, set the version status to conflict.",npac.doc,Req
2140,"NPAC SMS shall, upon placing a Subscription Version into conflict, record the current date and time as the conflict date and time stamp.",npac.doc,Req
2141,NPAC SMS shall issue an appropriate message to the originating user and the Old and New Service Providers indicating successful completion of the process to place a subscription in conflict.,npac.doc,Req
2142,NPAC SMS shall provide a Conflict Expiration Window tunable parameter which is defined as a number of calendar days a Subscription Version will remain in conflict prior to cancellation.,npac.doc,Req
2143,NPAC SMS shall default the Conflict Expiration Window tunable parameter to 30 calendar days.,npac.doc,Req
2144,NPAC SMS shall allow the NPAC SMS Administration to modify the Conflict Expiration Window tunable parameter.,npac.doc,Req
2145,NPAC SMS shall set the status of the Subscription Version to cancel after a Subscription Version has been in conflict for a Conflict Expiration Window tunable parameter number of calendar days.,npac.doc,Req
2146,NPAC SMS shall set a Subscription Version cancellation date timestamp to the current time upon setting a conflict Subscription Version to cancel.,npac.doc,Req
2147,NPAC SMS shall notify both Service Providers after a Subscription Version status is set to cancel from conflict.,npac.doc,Req
2148,"NPAC SMS shall require the following data from the NPAC personnel user, new, or old Service Provider to identify the Subscription Version to be set from conflict to pending: Ported Telephone Number or Subscription Version ID.",npac.doc,Req
2149,NPAC SMS shall send an error message to the originating user if the Subscription Version status is not in conflict upon attempting to set the Subscription Version to pending.,npac.doc,Req
2150,"NPAC SMS shall set the version status to pending if the Subscription Version is in conflict upon a request from NPAC personnel, new, or old service providers to set a Subscription Version to pending.",npac.doc,Req
2151,NPAC SMS shall send an appropriate message to the originating user indicating successful completion of the process to set a subscription to pending.,npac.doc,Req
2152,NPAC SMS shall inform both Service Providers when the status of a Subscription Version is set to pending for an Inter-Service Provider port.,npac.doc,Req
2153,NPAC SMS shall provide long and short Conflict Resolution New Service Provider Restriction tunable parameters which are defined as a number of business hours after the subscription version is put into conflict that the NPAC SMS will prevent it from being removed from conflict by the New Service Provider.,npac.doc,Req
2154,NPAC SMS shall default the long Conflict Resolution New Service Provider Restriction tunable parameter to 6 business hours.,npac.doc,Req
2155,R5-50.2 Conflict Resolution Subscription Version - Status Message,npac.doc,Req
2156,NPAC SMS shall allow the NPAC SMS Administration to modify the long and short Conflict Resolution New Service Provider Restriction tunable parameters.,npac.doc,Req
2157,NPAC SMS shall default the short Conflict Resolution New Service Provider Restriction tunable parameter to 6 business hours.,npac.doc,Req
2158,RR5-12.1 Conflict Resolution Subscription Version - Inform Both Service Providers of Pending Status,npac.doc,Req
2159,NPAC SMS shall update the conflict resolution date and time stamp with the current date and time and set the old Service Provider Authorization flag to true when conflict is resolved.,npac.doc,Req
2160,NPAC SMS shall require the following data from the NPAC personnel or new service provider to identify the Subscription Version to be activated: Ported Telephone Number or Subscription Version ID.,npac.doc,Req
2161,"NPAC SMS shall record the current date and time as the Activation Broadcast Complete Date and Time Stamp, as soon as one Local SMS has successfully acknowledged activating the new Subscription Version.",npac.doc,Req
2162,NPAC SMS shall proceed with the “immediate” disconnect processing when a “porting to original” Subscription Version is activated.,npac.doc,Req
2163,NPAC SMS shall set the Activation Received timestamp to the current date and time upon receiving a Subscription Version activation request.,npac.doc,Req
2164,NPAC SMS shall send an error message to the originating user if the version status is not pending upon Subscription Version activation.,npac.doc,Req
2165,NPAC SMS shall verify that a Subscription Version is in a valid pending state by checking that a new Service Provider time stamp exists and that the effective date of the NPA-NXX has been reached.,npac.doc,Req
2166,NPAC SMS shall send an error message to the originating user if the Subscription validation fails.,npac.doc,Req
2167,NPAC SMS shall verify that a pending Subscription Version is eligible for activation by ensuring that the new Service Provider due date is less than or equal to the current date.,npac.doc,Req
2168,NPAC SMS shall determine which Local SMSs to send the Subscription Version to by identifying all Local SMS that are accepting Subscription Version data downloads for the given NPA-NXX.,npac.doc,Req
2169,NPAC SMS shall send the activated Subscription Version for an activated Inter or Intra-Service Provider port via the NPAC SMS to Local SMS Interface to the Local SMSs.,npac.doc,Req
2170,NPAC SMS shall set the subscription status to sending upon sending the activated Subscription Version to the Local SMSs.,npac.doc,Req
2171,NPAC SMS shall record the current date and time as the broadcast date and time stamp upon initiating sending the activated subscription to the Local SMSs.,npac.doc,Req
2172,NPAC SMS shall log the activation responses resulting from the activation requests sent to the Local SMSs.,npac.doc,Req
2173,NPAC SMS shall provide a Local SMS Activation Log Retention Period tunable parameter which is defined as the number of calendar days Local SMS activation responses will remain in the log.,npac.doc,Req
2174,NPAC SMS shall allow the NPAC SMS Administrator to modify the Local SMS Activation Log Retention Period tunable parameter.,npac.doc,Req
2175,NPAC SMS shall default the Local SMS Activation Log Retention Period tunable parameter to 90 calendar days.,npac.doc,Req
2176,NPAC SMS shall allow NPAC personnel to view the Local SMS Activation Message log.,npac.doc,Req
2177,"NPAC SMS shall, upon receiving successful activation acknowledgment from all involved Local SMSs, set the sending Subscription Version status to active.",npac.doc,Req
2178,"NPAC SMS shall upon receiving successful activation acknowledgment from any involved Local SMSs, set the previous active Subscription Version status to old.",npac.doc,Req
2179,NPAC SMS shall provide a Subscription Activation Retry Attempts tunable parameter which defines the number of times a new Subscription Version will be sent to a Local SMS which has not acknowledged receipt of the activation request.,npac.doc,Req
2180,"NPAC SMS shall provide a Subscription Activation Retry Interval tunable parameter, which defines the delay between sending new Subscription Versions to a Local SMS that has not acknowledged receipt of the activation request.",npac.doc,Req
2181,NPAC SMS shall allow the NPAC SMS Administrator to modify the Subscription Activation Retry Attempts tunable parameter.,npac.doc,Req
2182,NPAC SMS shall allow the NPAC SMS Administrator to modify the Subscription Activation Retry Interval tunable parameter.,npac.doc,Req
2183,NPAC SMS shall default the Subscription Activation Retry Attempts tunable parameter to 3 times.,npac.doc,Req
2184,NPAC SMS shall default the Subscription Activation Retry Interval tunable parameter to 2 minutes.,npac.doc,Req
2185,NPAC SMS shall resend the activated Subscription Version a Subscription Activation Retry Attempts tunable parameter number of times to a Local SMS that has not acknowledged the receipt of the activation request once the Subscription Activation Retry Interval tunable parameter expires.,npac.doc,Req
2186,NPAC SMS shall consider the Subscription Version activation for a given Local SMS failed once the applicable Activation Retry tunable parameter number of retries has been exhausted for that Local SMS.,npac.doc,Req
2187,"NPAC SMS shall retain the status for the Subscription Version being activated as sending until the Subscription Version retry period expires for all Local SMSs, or until all Local SMSs have acknowledged the activation.",npac.doc,Req
2188,"NPAC SMS shall notify the NPAC SMS Administrator of all Local SMSs where new activation failed, once each Local SMS has successfully responded or failed to respond during the activation retry period.",npac.doc,Req
2189,"NPAC SMS shall set the Subscription Version status to partial failure if the activation resulting from an subscription version activation request failed in one or more, but not all, of the Local SMSs.",npac.doc,Req
2190,NPAC SMS shall set the status of a previous active version to old when a Subscription Version activation succeeds for at least one of the Local SMSs.,npac.doc,Req
2191,NPAC SMS shall set the status of the Subscription Version to failed if the Subscription Version fails activation resulting from an subscription version activation request in all the Local SMSs to which it was sent.,npac.doc,Req
2192,NPAC SMS shall notify the NPAC System Administrator when a Subscription Version fails activation at all of the Local SMSs.,npac.doc,Req
2193,NPAC SMS shall provide NPAC SMS personnel with the functionality to re-send activate Subscription Version requests to all failed Local SMSs.,npac.doc,Req
2194,NPAC SMS shall send a list to the Old and New Service Providers of all Local SMSs that failed activation when a Subscription Version is set to failed or partial failure subsequent to Subscription Version activation for an Inter-Service Provider port.,npac.doc,Req
2195,NPAC SMS shall send a list to the current Service Provider of all Local SMSs that failed activation when a Subscription Version is set to failed or partial failure subsequent to Subscription Version activation for an Intra-Service Provider port.,npac.doc,Req
2196,"NPAC SMS shall allow NPAC personnel, a Service Provider SOA via the SOA to NPAC SMS Interface, or Service Provider via the NPAC SOA Low-tech Interface, to activate intra-service provider ports for a TN within the 1K Block, where there is no active Subscription Version in the NPAC SMS. (Previously SV-200)",npac.doc,Req
2197,"The NPAC SMS shall broadcast a new Subscription Version Create to a non-EDR Local SMS, upon activating a port-to-original Subscription Version, where the TN is within the range of a 1K Block, once the Block exists in the NPAC SMS. (Previously SV-210)",npac.doc,Req
2198,"The NPAC SMS shall broadcast a Subscription Version Delete to an EDR Local SMS, upon activating a port-to-original Subscription Version, where the TN is within the range of a 1K Block, once the Block exists in the NPAC SMS. (Previously SV-220)",npac.doc,Req
2199,NPAC SMS shall receive the following data from the NPAC personnel or current Service Provider to identify an active Subscription Version to be disconnected:Ported Telephone Numbers (or a specified range of numbers) or  Subscription Version ID.,npac.doc,Req
2200,NPAC SMS shall require the following input data upon a Subscription Version disconnect: Customer Disconnect Date - Date upon which the customer’s service is disconnected.,npac.doc,Req
2201,NPAC SMS shall accept the following optional input data upon a Subscription Version disconnect: Effective Release Date - Future date upon which the disconnect should be broadcast to all Local SMSs.,npac.doc,Req
2202,NPAC SMS shall allow only NPAC personnel or the Current Service Provider to invoke the functionality to disconnect a Subscription Version.,npac.doc,Req
2203,NPAC SMS shall send an appropriate error message to the originating user that the Subscription Version is not active in the network and cannot be disconnected or set to disconnect pending if there is no Subscription Version with a status of active.,npac.doc,Req
2204,NPAC SMS shall notify the originating user that the active Subscription Version cannot be disconnected if a version of that subscription version with a status other than canceled or old exists.,npac.doc,Req
2205,NPAC SMS shall create an old Subscription Version with a new version id for a disconnect-pending Subscription Version when the immediate or deferred disconnect request is received.,npac.doc,Req
2206,NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Subscription Version with a new version id for a disconnect-pending Subscription Version when the immediate or deferred disconnect request is received.,npac.doc,Req
2207,NPAC SMS shall set the status of a Subscription Version to disconnect pending upon a Subscription Version disconnect request when an effective release date is specified.,npac.doc,Req
2208,NPAC SMS shall inform the current Service Provider when the status of a Subscription Version is set to Disconnect Pending.,npac.doc,Req
2209,NPAC SMS shall notify the new Service Provider (donor) of the Subscription Version Customer Disconnect Date and Effective Release Date immediately prior to broadcasting a Subscription Version disconnect.,npac.doc,Req
2210,NPAC SMS shall immediately proceed with the broadcasting of the disconnect after the Customer Disconnect Date notification is sent if no Effective Release Date was specified with the request.,npac.doc,Req
2211,NPAC SMS shall proceed with the broadcasting of the disconnect when the specified Effective Release Date is reached if an Effective Release Date was specified with the request.,npac.doc,Req
2212,NPAC SMS shall broadcast the disconnect Subscription Version message to the Local SMSs that are accepting Subscription Version data downloads for the given NPA-NXX via the NPAC SMS to Local SMS Interface.,npac.doc,Req
2213,NPAC SMS shall record the current date and time as the disconnect broadcast date and time stamp upon sending of disconnect messages to the Local SMSs.,npac.doc,Req
2214,NPAC SMS shall set a Subscription Version status to sending upon sending the disconnect messages to the Local SMSs.,npac.doc,Req
2215,"NPAC SMS shall update the Disconnect Complete timestamp of the previously active Subscription Version upon completion of the broadcast, and the FIRST successful response from a Local SMS.",npac.doc,Req
2216,NPAC SMS shall set the disconnect Subscription Version to old if a successful response from at least one Local SMS is returned.,npac.doc,Req
2217,"NPAC SMS shall update the status of the disconnect Subscription Version upon completion of the Deletion broadcast, and a response from ALL Local SMSs, or retries are exhausted.",npac.doc,Req
2218,NPAC SMS shall set the status of the disconnect Subscription Version to active if the disconnect fails in all the Local SMSs to which it was sent.,npac.doc,Req
2219,NPAC SMS shall notify the NPAC SMS System Administrator when a disconnect Subscription Version fails in all of the Local SMSs.,npac.doc,Req
2220,NPAC SMS shall provide authorized NPAC SMS personnel with the functionality to resend all failed disconnect requests to the Local SMSs.,npac.doc,Req
2221,"NPAC SMS shall allow the NPAC SMS Administrator to modify the Subscription Disconnect Retry Attempts tunable parameter, which is defined as the number of times the NPAC SMS will resend a disconnect message to an unresponsive Local SMS.",npac.doc,Req
2222,NPAC SMS shall default the Subscription Disconnect Retry Attempts tunable parameter to 3 times.,npac.doc,Req
2223,"NPAC SMS shall allow the NPAC SMS Administrator to modify the Subscription Disconnect Retry Interval tunable parameter, which is defined as the amount of time that shall elapse between disconnect retries.",npac.doc,Req
2224,NPAC SMS shall default the Subscription Disconnect Retry Interval tunable parameter to 2 minutes.,npac.doc,Req
2225,NPAC SMS shall resend a Subscription Version disconnect message a Subscription Disconnect Retry Attempts tunable parameter number of times to a Local SMS that has not acknowledged the receipt of a disconnect once the Subscription Disconnect Retry Interval tunable parameter expires.,npac.doc,Req
2226,"NPAC SMS shall retain the status for the Subscription Version being disconnected as sending until the Subscription Disconnect Retry Attempts tunable parameter period expires for all Local SMSs, or until all Local SMSs have acknowledged the disconnect.",npac.doc,Req
2227,NPAC SMS shall consider the disconnect Subscription Version request to have failed at a specific Local SMS after the Subscription Disconnect Retry Attempts tunable parameter count for the specific Local SMS has been exhausted.,npac.doc,Req
2228,NPAC SMS shall send a list of the Local SMSs where the disconnect request failed to the NPAC SMS System Administrator after every local SMS has either succeeded or failed with the disconnect.,npac.doc,Req
2229,"NPAC SMS shall set the disconnect Subscription Version status to old if the disconnect request failed at one or more, but not all, of the Local SMSs.",npac.doc,Req
2230,NPAC SMS shall provide authorized NPAC SMS personnel with the functionality to resend disconnect requests to all Local SMSs that failed to register the disconnect request.,npac.doc,Req
2231,"The NPAC SMS shall reinstate the Block default routing, block holder Service Provider Id and the LNP Type to POOL for a subscription version upon a disconnect for a ported TN, or an activate for a Port-To-Original TN, belonging to the 1K Block, once the Block exists in the NPAC SMS, except for a status of Old, with or without a Block Failed SP List. (Previously SV-390)",npac.doc,Req
2232,"NPAC SMS shall notify the Block Holder of the Subscription Version Customer Disconnect Date and Effective Release Date, for a ported pooled Subscription Version that is being disconnected, prior to reinstating the default routing. (Previously SV-400)",npac.doc,Req
2233,"The NPAC SMS shall broadcast a new Subscription Version Create to a non-EDR Local SMS, upon a disconnect of a ported pooled Subscription Version, where the TN is within the 1K Block. (Previously SV-410)",npac.doc,Req
2234,"The NPAC SMS shall broadcast a Subscription Version Delete to an EDR Local SMS, upon a disconnect of a ported pooled Subscription Version, where the TN is within the 1K Block. (Previously SV-420)",npac.doc,Req
2235,"NPAC SMS shall update the Status of the individual subscription version(s) broadcast to the EDR Local SMSs, and the individual subscription version(s) broadcast to the non-EDR Local SMSs, upon completion of the disconnect broadcast to ALL EDR and non-EDR Local SMSs. (Previously SV-422.1)",npac.doc,Req
2236,"NPAC SMS shall, upon broadcasting the delete of the Subscription Version to EDR Local SMSs, and create of Subscription Version to non-EDR Local SMSs, set the status of the Subscription Version being disconnected to: (Previously SV-422.2) Active, if ALL EDR and non-EDR Local SMSs, fail the broadcast, Old, for all other cases.",npac.doc,Req
2237,"NPAC SMS shall, upon broadcasting the delete of the Subscription Version to EDR Local SMSs, and create of Subscription Version to non-EDR Local SMSs, set the status of the Subscription Version being created to reinstate default routing to: (Previously SV-422.3)",npac.doc,Req
2238,"Active, if all EDR and non-EDR Local SMSs, respond successfully to the broadcast, Failed, if all EDR and non-EDR Local SMSs, fail the broadcast, or retries are exhausted, Partial Failure, for all other cases.",npac.doc,Req
2239,"NPAC SMS shall update the Status of the individual subscription version(s) broadcast to the EDR Local SMSs, the individual subscription version(s) broadcast to the non-EDR Local SMSs, and the individual subscription version(s) representing the port-to-original request, upon completion of the Port-To-Original broadcast to ALL EDR and non-EDR Local SMSs. (Previously SV-423.1)",npac.doc,Req
2240,"NPAC SMS shall, upon broadcasting the delete of the Subscription Version to EDR Local SMSs, and create of Subscription Version to non-EDR Local SMSs, set the status of the Subscription Version being ported-to-original to: (Previously SV-423.2) Old, if ALL EDR and non-EDR Local SMSs, respond successfully to the broadcast, Failed, if ALL EDR and non-EDR Local SMSs, fail the broadcast, or retries are exhausted, Partial Failure, for all other cases.",npac.doc,Req
2241,"NPAC SMS shall, upon broadcasting the delete of the Subscription Version to EDR Local SMSs, and create of Subscription Version to non-EDR Local SMSs, set the status of the previously active Subscription Version being disconnected due to the port-to-original request to: (Previously SV-423.3) Active, if ALL EDR and non-EDR Local SMSs, fail the broadcast,Old, for all other cases.",npac.doc,Req
2242,"NPAC SMS shall, upon broadcasting the delete of the Subscription Version to EDR Local SMSs, and create of Subscription Version to non-EDR Local SMSs, set the status of the Subscription Version being created to reinstate default routing for the port-to-original request to: (Previously SV-423.4) Active, if all EDR and non-EDR Local SMSs, respond successfully to the broadcast, Failed, if all EDR and non-EDR Local SMSs, fail the broadcast, or retries are exhausted, Partial Failure, for all other cases.",npac.doc,Req
2243,"NPAC SMS shall update the Subscription Version Failed SP List of the individual subscription version(s) that were broadcast to the EDR Local SMSs with the discrepant Local SMS(s) , upon completion of the broadcast of the delete of the Subscription Version(s) to EDR Local SMSs, and the create of the Subscription Version(s) to non-EDR Local SMSs. (Previously SV-425)",npac.doc,Req
2244,"NPAC SMS shall update the Subscription Version Failed SP List of the individual subscription version(s) that were sent up in the Port-to-Original Activate request by the SOA with the discrepant Local SMS(s), upon completion of the broadcast of the delete of the Subscription Version(s) to EDR Local SMSs, and the create of the Subscription Version(s) to non-EDR Local SMSs. (Previously SV-426)",npac.doc,Req
2245,NPAC SMS shall inform both old and new Service Providers when the status of a Subscription Version is set to cancel pending for an Inter-Service Provider port.,npac.doc,Req
2246,NPAC SMS shall receive the following data from the NPAC personnel to identify a Subscription Version to be canceled: Ported Telephone Number (or a specified range of numbers) or Subscription Version ID.,npac.doc,Req
2247,"NPAC SMS shall send an appropriate error message to the originating user if the status is not pending, conflict, or disconnect pending.",npac.doc,Req
2248,NPAC SMS shall send an appropriate error message to the originating user if the originating user is neither the New nor the Old Service Provider in the existing Subscription Version upon Subscription Version cancellation.,npac.doc,Req
2249,NPAC SMS shall set the Subscription Version cancellation date and time to current upon setting the Subscription Version status to canceled.,npac.doc,Req
2250,NPAC SMS shall set the subscription version status to cancel upon receiving a cancellation from the old Service Provider if the New Service Provider has not sent a subscription version create.,npac.doc,Req
2251,NPAC SMS shall set the subscription version status to cancel upon receiving a cancellation from the New Service Provider if the Old Service Provider has not sent an subscription version create.,npac.doc,Req
2252,NPAC SMS shall return an error if a Service Provider sends a cancellation for a subscription version that has not been created by that Service Provider.,npac.doc,Req
2253,NPAC SMS shall set the subscription version status to Cancel Pending upon receiving a cancellation from either the Old or New Service Provider for a subscription version with a pending status (both Service Providers have done a create) for an Inter-Service Provider or Port to original port.,npac.doc,Req
2254,NPAC SMS shall set the subscription version status to cancel upon receiving a cancellation from the new Service Provider on a subscription in conflict that was previously in cancel pending and for which only the old service provider has sent a cancellation acknowledgment.,npac.doc,Req
2255,NPAC SMS shall return an error to the Old Service Provider if they attempt to cancel a Subscription Version that is in conflict due to lack of New Service Provider cancellation concurrence on a subscription version that was previously in cancel pending state.,npac.doc,Req
2256,NPAC SMS shall set the subscription version status to Active upon receiving a cancellation for a subscription version with a status of disconnect pending.,npac.doc,Req
2257,NPAC SMS shall set the subscription version status to cancel upon receiving a cancellation from the current Service Provider for an Intra-Service Provider port.,npac.doc,Req
2258,NPAC SMS shall set the Subscription Version status to cancel upon receiving cancellation pending acknowledgment from the Service Provider that did not initiate the cancellation for an Inter-Service Provider port.,npac.doc,Req
2259,NPAC SMS shall notify both old and new Service Providers after a Subscription Version’s status is set to canceled for an Inter-Service Provider port.,npac.doc,Req
