brd_id,section,sentence,citation_count,source_type,cited_snippet_ids,annotator1_verdict,annotator1_notes,snippet_1,snippet_2,snippet_3
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-009: The system shall record the execution status of documents.,1,email,['GSj0FByVephW8CLdHzlA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Once you email me that document, I will execute it and overnight all 4 documents to you.   

Phillip
 -----Original M

Subject: RE: Attention Body Shop Members -- UPDATE on Body Shop Closure
Why is the body shop being closed?   Why can't it continued to be operated on a reduced staff with out exercise classes? 

 -----Original Message-----
From: 	General Announcement/Corp/Enron@ENRON   On Behalf Of Wellness@ENRON
Sent:	Friday, December 07, 2001 10:55 AM
To:	Enron Houston@ENRON
Subject:	At

Subject: RE: jobs on the gas desk
Erik,

All of the desk heads are leaving for an offsite this afternoon through this weekend.   Monday would be better.   I would like to schedule meetings for you with several people on the gas floor.   I will have Ina Rangel arrange this for Monday afternoon.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-010: The system shall track the overnight shipping of documents.,1,email,['GSj0FByVephW8CLdHzlA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Once you email me that document, I will execute it and overnight all 4 documents to you.   

Phillip
 -----Original M

Subject: RE: Attention Body Shop Members -- UPDATE on Body Shop Closure
Why is the body shop being closed?   Why can't it continued to be operated on a reduced staff with out exercise classes? 

 -----Original Message-----
From: 	General Announcement/Corp/Enron@ENRON   On Behalf Of Wellness@ENRON
Sent:	Friday, December 07, 2001 10:55 AM
To:	Enron Houston@ENRON
Subject:	At

Subject: RE: jobs on the gas desk
Erik,

All of the desk heads are leaving for an offsite this afternoon through this weekend.   Monday would be better.   I would like to schedule meetings for you with several people on the gas floor.   I will have Ina Rangel arrange this for Monday afternoon.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-011: The system shall send revised agreements.,1,email,['pb27PorXkzK4uvtDHxta'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Let me know if you can book a 

Subject: RE: Utility Construction Escrow Agreement (Allen/AMHP)
Michelle,

Please send the revised agreements when you get a chance.   I spoke to Mike B.  this afternoon and agreed to move the deadline to Friday, August 17, 2001. 

Phillip

 -----Original Message-----
From: 	""Simpkins, Michelle"" <MSimpkins@winstead. com>@ENRON [mailto:IMCEANOTES-+22Simpkins+2C+20Mic

Subject: RE: Message from John and Louise - Enron Americas Management Offsite
Vail sounds good.   If we are only going downhill our legs shouldn't be too wiped out after the morning.   We will be on rented bikes, but I'm sure we can keep them for the day.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-012: The system shall allow modification of agreement deadlines.,1,email,['pb27PorXkzK4uvtDHxta'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Let me know if you can book a 

Subject: RE: Utility Construction Escrow Agreement (Allen/AMHP)
Michelle,

Please send the revised agreements when you get a chance.   I spoke to Mike B.  this afternoon and agreed to move the deadline to Friday, August 17, 2001. 

Phillip

 -----Original Message-----
From: 	""Simpkins, Michelle"" <MSimpkins@winstead. com>@ENRON [mailto:IMCEANOTES-+22Simpkins+2C+20Mic

Subject: RE: Message from John and Louise - Enron Americas Management Offsite
Vail sounds good.   If we are only going downhill our legs shouldn't be too wiped out after the morning.   We will be on rented bikes, but I'm sure we can keep them for the day.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-013: The system shall compile a report showing transaction volume by basis location for Basis Swaps.,1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-014: The system shall compile a report showing transaction volume by location for Phys Forwards.,1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-015: The system shall compile a report showing transaction volume by location for Finc Swaps for Power.,1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-016: The system shall display historical transaction volumes at specified market locations.,1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,functionalReqs,FR-017: The system shall track a target value of 1283 for the end of October.,1,email,['rgOzerqenXIQWKQPORbM'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I will be at home in the afternoon.  713-463-8626. 

If you need to email me use pallen70@hotmail. com. 

I will be in the office on Friday. 

Phillip

Subject: FW:


 -----Original Message-----
From: 	Heizenrader, Tim  
Sent:	Wednesday, October 17, 2001 8:08 AM
To:	Allen, Phillip K. 
Cc:	Nelson, Kourtney
Subject:	RE: 


Phillip:

The target for end of October is 1283.  We're not sure what's driving the day to day variation.  Direct effects of recent precipitation

Subject: RE: Check this out -
I like the cedar t-111 version better.   Why don't you tell this shop teacher not to be to comfortable and that you will be taking his job in two years. 

 -----Original Message-----
From: 	Richter, Jeff  
Sent:	Tuesday, October 23, 2001 7:45 AM
To:	Allen, Phillip K.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,NFR-001: [Compliance] - The system shall adhere to the existing data structure where California deals are not broken out into separate transport and commodity components for reporting purposes.,1,email,['YY14sMMTxAy95ghFtiZT'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"From the memo from the city it sounds like 33,34,35, and 42 are the units that are at risk for collapse.   I don't want to pay for any discretionary work.   Also, I am still waiting for a quot

Subject: RE: FERC REQUEST - PLEASE COORDINATE WITH LEGAL AND BUSINESS
Jim,

I read through the data request.   We cannot provide several of the items that they requested.   We do not break out our california deals into separate transport and commodity components.   Also the majortiy of our buys and sells net out without exchanging actual transport contract numbers.   I kn

Subject: RE: California Update 5/22/01
Kristin,

Have you seen any studies associated with the opinions that the $12B is not enough.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,NFR-002: [Usability] - The system shall provide functionality to sign and fax copies of contracts digitally.,1,email,['93wYImuwPI8DojPnqJ08'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"This allows Accenture to have a completed project and no more cash goes out the door. 

The effort from the SME's should be co

Subject: RE: Bishops Corner
Greg,

I would rather sign and fax copies of the necessary contracts then follow up with originals through the mail.   

Phillip

 -----Original Message-----
From: 	""Greg Thorse"" <gthorse@keyad. com>@ENRON  
Sent:	Monday, October 29, 2001 11:00 AM
To:	Allen, Phillip K. 
Subject:	Bishops Corner

Phillip

Subject: 
Jacques,

I need to pull together the Bishops Corner organization documents so we can close on the bank loan.   Did Keith and I take the originals or did we leave them with you?   I know we still need to issue the shares for the GP. 

Please drop me a note. 

Phillip Allen

Subject: 
Jeff,

I reviewed your revised offer sheet.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,NFR-003: [Usability] - The system shall enable users to send and receive revised agreements efficiently.,1,email,['pb27PorXkzK4uvtDHxta'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Let me know if you can book a 

Subject: RE: Utility Construction Escrow Agreement (Allen/AMHP)
Michelle,

Please send the revised agreements when you get a chance.   I spoke to Mike B.  this afternoon and agreed to move the deadline to Friday, August 17, 2001. 

Phillip

 -----Original Message-----
From: 	""Simpkins, Michelle"" <MSimpkins@winstead. com>@ENRON [mailto:IMCEANOTES-+22Simpkins+2C+20Mic

Subject: RE: Message from John and Louise - Enron Americas Management Offsite
Vail sounds good.   If we are only going downhill our legs shouldn't be too wiped out after the morning.   We will be on rented bikes, but I'm sure we can keep them for the day.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,"NFR-004: [Performance] - The system shall efficiently compile reports detailing transaction volumes by basis location for Basis Swaps, and by location for Phys Forwards and Finc Swaps for Power.",1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,NFR-005: [Scalability] - The system shall store and retrieve historical transaction volumes for specified locations over an extended period without degradation of performance.,1,email,['bxmgRDjQi3qA3nMN0SgA'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com]> 
Sent:

Subject: 
Jay,

I need to compile a report that shows transaction volume by basis location(Basis Swaps) and volume by location for Phys Forwards as well as Finc Swaps for Power. 

We have given them a list of the locations at which we like to make markets.   They want to see historical volumes at those location

Subject: RE:
Barry,

Mike and I are going to meet with John L.  at 2:30 to officially work out the details of Mike's succession as desk head.   We will probably announce to the group by the end of the week.   

Phillip

 -----Original Message-----
From: 	Tycholiz, Barry  
Sent:	Wednesday, July 11, 2001 8:23 AM
To:	

Subject: FW: Party


 -----Original Message-----
From: 	""Richard Toubia"" <richard. toubia@truequote. com <mailto:richard. toubia@truequote.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,"NFR-006: [Performance] - The system shall provide monitoring tools to track progress against specific targets, such as a target of 1283 by the end of October.",1,email,['rgOzerqenXIQWKQPORbM'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I will be at home in the afternoon.  713-463-8626. 

If you need to email me use pallen70@hotmail. com. 

I will be in the office on Friday. 

Phillip

Subject: FW:


 -----Original Message-----
From: 	Heizenrader, Tim  
Sent:	Wednesday, October 17, 2001 8:08 AM
To:	Allen, Phillip K. 
Cc:	Nelson, Kourtney
Subject:	RE: 


Phillip:

The target for end of October is 1283.  We're not sure what's driving the day to day variation.  Direct effects of recent precipitation

Subject: RE: Check this out -
I like the cedar t-111 version better.   Why don't you tell this shop teacher not to be to comfortable and that you will be taking his job in two years. 

 -----Original Message-----
From: 	Richter, Jeff  
Sent:	Tuesday, October 23, 2001 7:45 AM
To:	Allen, Phillip K.",,
cwdFaJr0bdYhEGiOTbqk,nfrReqs,NFR-007: [Usability] - The system shall facilitate the analysis of factors contributing to day-to-day variations in tracked metrics.,1,email,['rgOzerqenXIQWKQPORbM'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I will be at home in the afternoon.  713-463-8626. 

If you need to email me use pallen70@hotmail. com. 

I will be in the office on Friday. 

Phillip

Subject: FW:


 -----Original Message-----
From: 	Heizenrader, Tim  
Sent:	Wednesday, October 17, 2001 8:08 AM
To:	Allen, Phillip K. 
Cc:	Nelson, Kourtney
Subject:	RE: 


Phillip:

The target for end of October is 1283.  We're not sure what's driving the day to day variation.  Direct effects of recent precipitation

Subject: RE: Check this out -
I like the cedar t-111 version better.   Why don't you tell this shop teacher not to be to comfortable and that you will be taking his job in two years. 

 -----Original Message-----
From: 	Richter, Jeff  
Sent:	Tuesday, October 23, 2001 7:45 AM
To:	Allen, Phillip K.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-001: The system shall provide Tracy Ramsey's direct phone number as (713)-646-8311.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-002: The system shall provide information regarding Enron's buy side relationship with Continental.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-003: The system shall record the cancellation of the Hewlett Packard/Enron conference call regarding STORAGE SERVICES.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-004: The system shall record the scheduled date of the cancelled Hewlett Packard/Enron conference call as 12/7.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-005: The system shall record the scheduled time of the cancelled Hewlett Packard/Enron conference call as 10 AM CST.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-006: The system shall identify Ravi Thuraisingham as the requestor for the cancellation of the conference call regarding storage initiatives.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,"FR-007: The system shall record ""unanticipated business trip"" as the reason for the cancellation of the conference call regarding storage initiatives.",1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-008: The system shall track John Pattillo's decision regarding the approach to FEDEX with an Enron counteroffer.,1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-009: The system shall provide a mechanism for users to inquire about the status of John Pattillo's decision.,1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-010: The system shall record incoming voicemail messages.,1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-011: The system shall record incoming e-mail messages.,1,email,['IpE8hmH6KMwNZi7CO6LL'],DOES_NOT_SUPPORT,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,"FR-012: The system shall categorize communications related to ""Fedex and other cross sells"" as ""UPDATE"".",1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,"FR-013: The system shall record participant presence for specific calls, such as the Wireless call.",1,email,['IpE8hmH6KMwNZi7CO6LL'],PARTIALLY,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,"FR-014: The system shall record active participation of individuals, such as Peter G., on specific calls.",1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,functionalReqs,FR-015: The system shall manage and store agenda discussion items for conference calls.,1,email,['IpE8hmH6KMwNZi7CO6LL'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Per our conversation yesterday, you had noted that John Pattillo would be 
getting back to you with his decision as to how he would approach FEDEX with 
an Enron counteroffer.    Any news on this?   

Also, thanks for leaving voicemail/e-mail messages to keep me in the loop 
rega

Subject: FW: FW: Fedex and other cross sells UPDATE
Jennifer:

If you are referring to the Wireless call, I was on the call and actively 
participated with Peter G.   I had the agenda discussion items and  guided the 
conversation.  The call was brief and enabled HP and Peter G.  to discuss 
wireless initiatives briefly.  Then Peter G.  literally read fro

Subject: Continental/Enron meeting, December 11th, 2-3 PM
Mr.",,
RS34yfaDYFDtainKP4jw,nfrReqs,NFR-001: [Availability] - The system shall provide accessible STORAGE SERVICES.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
RS34yfaDYFDtainKP4jw,nfrReqs,NFR-002: [Performance] - The system shall ensure the performance of STORAGE SERVICES.,1,email,['7iSynJFGOZxRchoQk67m'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.    Ramsey is th

Subject: Hewlett Packard/Enron Conference call regarding STORAGE SERVICES 12/7 at 10 AM CST CANCELLED
Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.   As soon as Ravi proposes an alternative time, we will 
reschedule the conference call. 

Sarah-Joy H

Subject: Re: broadband solutions architect _hurray! 
Jennifer:

Hope the London trip is going well!   Thanks for the suggestion below which 
was perfect.   Mr.",,
